,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
666,2481132749_6,2,2,2,2,0,2,671,why did the man in black bend down in the middle of the video,CW,help push the bicycle,laughing,pick something up,bow to the audiences,adjust sound,True,False,True,True,True,False,True
670,11506594895_7,0,0,0,0,0,0,756,what does the lady in white do after holding a piece of paper in front of her chest for a while at the end,TN,raised up the paper,smile,flip pages,takes a photo,put plastic in pocket,True,False,True,True,True,True,True
671,2679006680_0,4,4,4,4,4,4,827,why does the girl walk around with the toy hanging on the lanyard,CW,walking over to the lady,pass the toy to the boy,hands are occupied,posing for the camera,to carry her toy around easily,True,False,True,True,True,True,True
678,9094000959_0,3,3,3,3,4,3,2408,how did the girl feel when she is holding and touching the camera,TC,anxious,no reaction,smile and wave,intrigued,upset,True,False,True,True,True,False,True
681,3384417792_1,3,3,3,3,4,3,2457,why does the girl wear a napkin,CW,playing in mud,wait for her meal,observing the child,eating,feed baby,True,False,True,True,True,False,True
687,3222849599_2,4,4,4,4,0,4,1108,why does baby raise both arms towards the end,CW,imitate the lady,want to stand up,reaching for something,distracted by something,excited,True,False,True,True,True,False,True
690,3599210242_1,1,1,1,1,4,1,415,how did the man protect his head from injury,DO,up down,helmet,beanie,ear muffs,shoes,True,False,True,True,True,False,True
692,5445670939_12,1,1,1,1,4,1,457,why does the boy bend his neck down the whole time,CW,writing,playing with toy,drawing,wearing socks,cutting a paper,True,False,True,True,True,False,True
699,7473257354_0,1,1,1,1,1,1,918,why are there flashes seen throughout the video,CW,handphone light,picture taken,it is raining,people are recording santa and man,stage lights,True,False,True,True,True,True,True
721,4968786437_3,1,1,1,1,1,1,445,what did the boy do after the green man walked past him,TN,walk behind boy in red,look at man in green,stand there,bow,collapse onto floor,True,False,True,True,True,True,True
722,5359417762_8,3,3,3,3,4,3,614,why did the man bring the cake closer to the boy near the end,CW,boy was crying,remove candles,do not want the cake,so boy can blow,pass it to lady,True,False,True,True,True,False,True
729,3134608824_1,4,4,4,4,4,4,1019,what did the girl do after she peeled the magnets off the fridge,TN,take spoon to eat,pick up balloon,moves around,show sponge to camera,walk away,True,False,True,True,True,True,True
734,4242382178_4,1,1,1,1,1,1,1176,why are there so many cars and vehicle stopped in front of the man s vehicle,CW,deers in front,traffic jam,audiences,look at it,trekking,True,False,True,True,True,True,True
736,7331895158_3,4,4,4,4,4,4,359,why does the lady hold the round item,CW,interacting with boy,direct attention,dancing with the baby,tries to sing,boy to jump into loop,True,False,True,True,True,True,True
737,6423866251_3,3,3,3,3,0,3,528,why are there smoke coming from behind the stage as the couple is dancing,CW,fire,celebrating,candles,stage effect,danger,True,False,True,True,True,False,True
738,4088558209_0,3,3,3,3,1,3,2400,why did the lady stand on platform,CW,cheer for her team,guide the traffic,to display her shoe,let audience see her,receiving award,True,False,True,True,True,False,True
739,3216757365_1,1,1,1,1,1,1,2697,why do the dogs interact with one another in this way,CW,to show anger,play,to desmonstrate who is the alpha,they want to eat,they are cold,True,False,True,True,True,True,True
742,3222849599_7,3,3,3,3,1,3,1108,where is the baby hanging out,DL,her crib,on a couch in living room,along a pathway,in a house,bathtub,True,False,True,True,True,False,True
748,3632915314_0,3,3,3,3,0,3,2043,why is there a huge puddle of water on the ground,CW,caused by the jetboat,man jumped into the water,from hose,rain,obstacle,True,False,True,True,True,False,True
751,4140415444_4,2,2,2,2,0,2,1922,how does the man hold the baby,CH,by using a cot,holding  his hand,in his arm,by using a pram,carried on his back,True,False,True,True,True,False,True
757,4213031701_7,1,1,1,1,4,1,1581,what does the lady do after the baby rests for a while in the middle of the video,TN,nodding,moves the baby,crawls,cover eyes too,walk away,True,False,True,True,True,False,True
766,9289576155_6,1,1,1,1,0,1,1196,how many cats are there,DC,three,two,one,four,five,True,False,True,True,True,False,True
773,3509821194_7,3,3,3,3,1,3,2430,how many performers are there,DC,six,eleven,five,two,one,True,False,True,True,True,False,True
777,3473395949_4,4,4,4,4,0,4,842,why are there tracks on the ground,CW,pathway for bicycles,prevent people from walking,guide the motorcylists,for runners to run,pathway for trains,True,False,True,True,True,False,True
781,2996876993_8,2,2,2,2,4,2,720,how does the girl react when the camera focuses on her,TC,looking at book,looks at the boy,smile and pose,danced happily,playing piano,True,False,True,True,True,False,True
783,4135845237_4,3,3,3,3,0,3,1389,why does the child pass the toy back to the person in black after holding it and walking,CW,want to start playing with toy,want to sit down,to better interact with baby,do not want to hold,want to touch grass,True,False,True,True,True,False,True
795,4326843514_3,2,2,2,2,4,2,612,why is the baby shaking the toilet roll,CW,dancing pose,want to push vacuum cleaner forward,playing,newly born,oversee the baby,True,False,True,True,True,False,True
806,9320572138_9,3,3,3,3,1,3,783,where are the people hanging out,DL,waterfall,house,ancient site,backyard,bedroom,True,False,True,True,True,False,True
809,3434653211_6,1,1,1,1,4,1,421,what did the boy do after the tram passed by,TN,pick up something else,look at the exhibit,push the chair in,sit on the couch,sitting on the sofa,True,False,True,True,True,False,True
812,6859440284_3,4,4,4,4,4,4,501,why is the dog walking along with the girl,CW,part of the performance,pushing the girl,finding food,hiding from man,guiding the girl,True,False,True,True,True,True,True
818,10209170426_7,4,4,4,4,1,4,485,how many items did the boy put on the shelf in this video,DC,six,seven,eleven,three,two,True,False,True,True,True,False,True
825,5708642873_2,4,4,4,4,4,4,827,what does the man in pink do as the lady in blue is fooling around,TC,cycle,drink wine,point at his basket,dance,watch her,True,False,True,True,True,True,True
826,2502947328_4,3,3,3,3,4,3,900,what did the person do after showing the ipod to the camera,TN,eating,mountain climbing,buying drink,put it back,game,True,False,True,True,True,False,True
834,5028143031_0,3,3,3,3,4,3,1691,why is the man wearing a black and white hat topless,CW,swimming,modelling shoot,to run faster,hot,boating in river,True,False,True,True,True,False,True
836,4460322604_8,2,2,2,2,4,2,1907,how does the girl feel hanging out with the man,TC,sad,angry,happy,upset,awkward,True,False,True,True,True,False,True
839,11169386614_0,2,2,2,2,1,2,735,why did the man beside the brown dog carry the sticks to the middle of the stage to set up,CW,speak,exercising,set up trick,performing for an event,to move the trolley,True,False,True,True,True,False,True
848,4220621763_2,4,4,4,4,1,4,1338,how does the woman do after unpacking the thing in her hand near the end of the video,TN,write something,touch ball,point at something,touch man s head,check the object inside,True,False,True,True,True,False,True
854,5728022703_8,2,2,2,2,0,2,346,how is the girl in black feeling while sitting on the dolphin,TC,sleepy,frustrated,happy,cool,angry,True,False,True,True,True,False,True
857,6851952624_7,4,4,4,4,1,4,1948,what does the guitarist on the right do after standing still for a while in the middle,TN,turn to the man in yellow,shift around,playing drum,walks away,starts playing the guitar,True,False,True,True,True,False,True
858,3487251005_8,0,0,0,0,0,0,610,where is this video taken,DL,room,speech event,snow mountain,lake side,by a lake,True,False,True,True,True,True,True
864,5592676458_0,4,4,4,4,3,4,2632,what colour shirt is the boy wearing,DO,white,yellow,red,green,blue,True,False,True,True,True,False,True
869,4854593577_1,3,3,3,3,0,3,1116,how do the people maintain their balance,CH,hold rope,hold strings,stand on one leg,hold raft tightly,focus on the target,True,False,True,True,True,False,True
876,8553752644_1,3,3,3,3,0,3,369,why is there snow covered the ground,CW,the man poured snow,it was artificial snow from the machines,the lady poured snow,winter,it came from the tubes above,True,False,True,True,True,False,True
878,3692009167_0,0,0,0,0,4,0,1116,why does the man in floral shirt put the child in orange on his lap,CW,show affection,change diapers,feed food,piggy back,tired,True,False,True,True,True,False,True
879,13496784364_0,0,0,0,0,0,0,435,how is the cat being held,CH,in the man s arm,under the sofa,held by girl,in cages,with its paws,True,False,True,True,True,True,True
881,10483027904_2,2,2,2,2,4,2,828,why did the boy in blue pass the lady the colourful toy when he reached forward,CW,to bathe her,dancing with her,for her to play,invoke her responses,jump up and catch the toy,True,False,True,True,True,False,True
886,8759410624_7,2,2,2,2,4,2,450,how does the lady position her right hand as she blew the candles,DO,happy,swinging around,place on the table,twisting the cap,held on to sides of ladder,True,False,True,True,True,False,True
889,9175646479_6,2,2,2,2,1,2,1135,what did the lady do when the girl touched her hair at first,TC,lying on her stomach,hold onto her dress,touch the girl s hair,smiles as she plays with baby,happy,True,False,True,True,True,False,True
890,3711174274_7,2,2,2,2,4,2,885,how does the girl respond after she fails to catch the balloon,TN,lie down on the floor,climb onto chair,run after it,watch television,cover her face,True,False,True,True,True,False,True
893,5032479143_5,3,3,3,3,4,3,536,what did the man in white do after he touched his back,TN,tries to put out fire,change knife,unwrap present,put his hand back on handle grip,dance,True,False,True,True,True,False,True
894,4563323343_6,1,1,1,1,0,1,729,how many cats are there,DC,one,two,five,four,three,True,False,True,True,True,False,True
897,6620044377_4,2,2,2,2,1,2,850,what is the relationship between the baby and the man,DO,grandparent grandchild,coworkers,parent offspring,colleagues,teacher student,True,False,True,True,True,False,True
898,6973757699_7,0,0,0,0,0,0,365,how many cars are parked beside the street,DC,three,six,four,five,eight,True,False,True,True,True,True,True
904,3336623732_7,3,3,3,3,1,3,1278,where is this place,DL,in a building,studio,stage,house,grassland,True,False,True,True,True,False,True
906,7516286866_8,3,3,3,3,0,3,438,which toy did the baby pick up at the end,DO,toy giraffe,carrot,cat,colourful toy,letters,True,False,True,True,True,False,True
914,4642870129_6,2,2,2,2,4,2,356,what is the boy moving along the pathway,TC,microphone,toy car,bicycle,umbrella,table,True,False,True,True,True,False,True
915,10488004303_8,4,4,4,4,4,4,2493,what does the boy do after playing with the green toy for a while in the middle,TN,adjust boy s arm position,fell down,stand on the stool,put the boy down,let it go and crawl away,True,False,True,True,True,True,True
919,5477272417_4,2,2,2,2,4,2,990,why does the man pick up something from the ground and carry it away with him,CW,moving house,beach cleaning,clean withered leaves,to throw in dustbin,to collect seashells,True,False,True,True,True,False,True
923,12257884095_3,4,4,4,4,4,4,589,why did the people stretch their legs out while sitting on the ground,CW,watching friends play,play with child,baby playing with pillow,move bike,comfortable,True,False,True,True,True,True,True
931,5105371735_3,2,2,2,2,4,2,1958,how did the girl manage to take out the gift from the wrapping paper,CH,use feet,use a scissors,she ripped it,hand gestures,asking someone for help,True,False,True,True,True,False,True
932,6279934011_9,4,4,4,4,1,4,1817,where is this video taken,DL,front porch,snow mountain,zoo,hospital,living room,True,False,True,True,True,False,True
