,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
709,7676472410_1,4,3,4,4,4,4,432,why is the lady in pink looking down at her legs as she plays the piano,CW,prevent the baby from falling,likes the shoes,way of checking for dirt on shoes,step on the right paddle,enjoying with the beats of music,False,True,False,False,False,False,False
716,4346015300_8,1,2,4,4,1,4,575,why is the cat sitting in front of the screen,CW,for food,playing with plush toy,to scratch,rest,engrossed in watching the dot move,False,True,False,False,False,False,False
718,2906386126_4,3,2,3,3,4,3,1275,how did the singer show his enthusiasm in between,TC,playing piano,looking at boy,raising his hand,swaying around,serious,False,True,False,False,False,False,False
726,4766274786_1,3,0,3,3,4,3,979,why does the girl push the balloon at the start of the video,CW,pass balloon to baby,readjust baby s position,want to distract baby,don't want to play with balloon,open it and get out,False,True,False,False,False,False,False
740,3255908815_10,3,1,3,3,1,3,1017,how many people are involved in the video,DC,five,one,four,two,six,False,True,False,False,False,True,False
744,9935699345_6,2,3,2,2,1,2,639,why is another lady in white climbing up the ladder after the lady in black goes off the edge,CW,take something,look at baby,go higher,waiting for her turn,chase after dog,False,True,False,False,False,False,False
745,3065858527_0,3,2,1,3,4,1,1476,how are the dogs interacting with each other,CH,using harness and ropes,wagging their tails,playing bite,caress each other,chase each other,False,True,False,False,False,False,False
747,5478970215_6,4,1,4,4,1,4,313,why did the lady in white looked to her side at the end of the video,CW,imitate the boy,posing,watching the baby play piano,someone dropped the dish,car coming from right,False,True,False,False,False,True,False
756,4397841774_7,2,0,1,2,0,2,400,how does the boy keep himself stable on the board,CH,with his hands,balance on 2 legs,hold on to rope,use steering wheel,stretch his hands apart,False,True,False,False,False,True,False
760,6129191741_3,1,3,1,1,1,1,940,why did the short hair woman hold her cap instead of wearing it,CW,photoshoot,fashion,stylish,not hot,waiting for someone,False,True,False,False,False,False,False
767,8906111356_4,4,0,3,3,0,3,1061,what did the larger owl do after it beaked at the tree,TN,feed smaller owl,puts his hand on the baby,continue walking,move up,continue eating,False,True,False,False,False,True,False
778,2513624400_4,3,1,3,3,4,3,2697,how did the lady show her affection as baby was sucking the pacifier,CH,look at her,hug,give her food,rubbing the baby,piggyback,False,True,False,False,False,False,False
779,9221389917_10,4,2,1,1,1,3,635,what is the girl in white draging,DO,words on the whiteboard,clipboard,pram,music from loudspeaker,carrying bags,False,True,False,False,False,False,False
785,3134608824_6,4,1,4,4,4,4,1019,how did the adult show affection to the girl near the end of the video,CH,shake hands,puts hand on the baby s head,took out his hand,pretend to punch her,hug her,False,True,False,False,False,False,False
786,6468507251_8,3,4,3,3,4,3,509,what appeared at the back after the boy kissed the lady,TN,a man,dog,bird,a child,cat,False,True,False,False,False,True,False
791,4607629530_5,4,1,4,4,0,4,1387,how many people can be seen from the video,DC,three,six,eight,five,two,False,True,False,False,False,False,False
796,2876825076_0,0,2,0,0,0,1,459,what was the man in black doing at the beginning,TC,using laptop,looking at each other,dancing,feeding cat,playing with sticks,False,True,False,False,False,False,False
797,4903593284_1,2,3,4,4,0,4,2697,what did the boy in yellow shirt do after he finished speaking,TN,walk towards camera,stare at girl,look down,give the microphone to boy in green,clap his hands,False,True,False,False,False,False,False
798,6068969659_4,3,0,3,3,0,3,2697,what did the lady in green do after being released from the rope,TN,walk away,stand at the same spot,adjust her sleeves,jump down,swing sideways,False,True,False,False,False,True,False
799,6042037966_9,1,4,2,2,1,2,1006,how many women are there on stage,DC,five,two,four,seven,one,False,True,False,False,False,False,False
801,2583300764_0,4,3,4,4,1,4,604,why are the people in pairs,CW,siblings,child too young to fish himself,costume party,dance partner,talking to each other,False,True,False,False,False,False,False
802,4181802718_2,3,2,3,3,4,3,2520,why does the man touch one of the women being dressed s costume briefly before leaving the room,CW,make a toast to celebrate,help get it done faster,adjusting,to ensure that they synchronise,let the lady play with her,False,True,False,False,False,False,False
803,6243919243_0,2,1,2,2,1,4,630,why did the motorcycle slow down near the junction,CW,someone pressed a button,light changed,there was an accident,scared,prevent hitting the barriers,False,True,False,False,False,True,False
807,5493350492_5,1,0,1,1,0,1,2697,why did the man not wear any clothes,CW,to keep cool,no clothes,clothes are washing,pose for camera,play with dog,False,True,False,False,False,True,False
817,3621121750_3,4,3,4,4,4,4,1481,why did the man raise his hand up in a punch near the end of the video,CW,push fish s down,touch his cap,unlocking door,dancing,fist bump with woman,False,True,False,False,False,False,False
820,6579160577_4,0,1,4,3,4,0,1096,why is the lady in black clapping at the end of the video,CW,make baby laugh,appreciative,heard something funny,check where girl in pink is,look at camera,False,True,False,False,False,False,False
821,5264359909_8,0,1,0,0,0,0,1950,how does the audience respond when the man started hitting the brick,TC,claps,go closer,laughs back,move backwards,sit down,False,True,False,False,False,False,False
823,10682218035_3,2,0,2,2,4,2,985,what does the brown dog do after looking at the ground for a while at the start,TN,look up to the camera,plays with the black dog,sniff the ground,playing with leaves,run after cat,False,True,False,False,False,False,False
828,13199465314_2,1,0,1,1,0,1,1403,why do their hair keep moving,CW,windy in the glass,adjusting their hair,shaking their head,dancing,swimming,False,True,False,False,False,True,False
829,7484513326_4,3,2,0,0,0,0,1845,why does the musician use his hands to slide across the neck of the guitar,CW,get into rhythm,to see the books,create special sound effect,make his voice loud,play fast notes,False,True,False,False,False,False,False
831,5592676458_6,3,0,4,4,0,1,2632,why did the boy in blue shake a container,CW,wash container,pour food out of container,incase insect to get out,play with water,blow powder inside,False,True,False,False,False,True,False
832,5547902371_4,3,2,3,3,4,3,480,how does the child in grey control the direction of the skateboard,CH,move in circle,move up and down,leans from side to side,using a controller,pushed by girl at back,False,True,False,False,False,False,False
833,9663613477_9,4,0,4,2,1,4,794,what did the dog do after the lady sat down on the chair,TN,jump on laps,shave the dog,looked left,lie and hug cat,sits upright,False,True,False,False,False,False,False
841,8507883824_8,1,2,1,1,4,1,1517,how does the man move the toy car around,CH,paddle,use legs,turning the wheel,remote control,use their hands,False,True,False,False,False,False,False
844,5292396210_2,0,2,4,0,0,4,420,why are the people posing for a picture,CW,to capture interesting animal,the baby is cute,the building is classical,the waterfall is majestic,the tree is tall,False,True,False,False,False,False,False
845,10128261054_5,0,3,1,0,4,1,571,what do the people at the side do,TC,run up and down,practice fencing,watch television,watch fencing match,read book,False,True,False,False,False,False,False
846,6546241805_8,0,4,0,0,0,0,570,why did the lady moved the child s hand away in the middle of the video,CW,to wash the child s hand,child wanted to get up,child was crying,pan was hot,flattening dough,False,True,False,False,False,False,False
853,8029969533_4,2,3,2,2,4,2,1921,why did the lady in white move her head when the lady in pink started talking,CW,stretching,restless,look at the girls behind her,agree,wanted to reach for the ball,False,True,False,False,False,False,False
859,2482233944_0,3,0,3,3,4,3,2697,why does the man holding a tissue bury his face in his arms in the middle,CW,shy while laughing,cring,shower face and arms,wipe his face,want to reach his hands,False,True,False,False,False,False,False
861,5073490515_9,0,2,0,0,0,0,2035,why is the baby sitting in the special chair,CW,baby seat,safety,prevent him from falling,security,cannot stand up,False,True,False,False,False,False,False
862,5412696114_1,4,3,0,0,4,0,741,why did the girl start clapping,CW,encourage baby to come to her,encourage baby to stand up,attract dog s attention,encourage baby to sit up independently,play with food,False,True,False,False,False,False,False
865,2583300764_5,3,2,0,0,4,4,604,what did the second man do when his partner turned around,TC,perform stunt again,playing instruments,hold her hand,practice another move,try out poses,False,True,False,False,False,False,False
867,4775972536_9,2,0,3,2,1,3,887,what did the boy in black do after he raised his hands,TN,starts saying something,tie woman s hair,waved,smile into the camera,turn away,False,True,False,False,False,False,False
870,3172491020_2,0,4,0,0,0,0,1365,why are the group of people carrying big bags while hiking on a snowy field,CW,carry their stuff,look at the cameraman,snow stuck on shoe,thick snow,backpackers,False,True,False,False,False,False,False
874,3416303524_4,4,2,4,4,1,1,870,what does the grey duck in front do after walking for a while,TN,skies again,stop walking,sit down,land on the grass,went into the water,False,True,False,False,False,False,False
877,5493350492_8,0,3,1,0,0,1,2697,what was the colour s on the man s socks,DO,brown,light blue,yellow,black and red,white and brown,False,True,False,False,False,False,False
880,5031339015_5,4,3,4,1,1,4,900,how does the man hanging on to the cliff react after the man on top points his finger,TN,man helps to balance the bicycle,waves his hand,dance,to climb up,poses,False,True,False,False,False,False,False
882,5913320110_8,2,4,2,2,4,3,1376,how does the man standing use body language to talk to the shirtless man,CH,dance with hands,set camera up,smiling and hand gesture,passionately,move his hands,False,True,False,False,False,True,False
883,8553752644_8,2,4,0,0,0,2,369,how did the lady position her legs as she was going down,DO,paddle forward,facing the children,swing her leg,happy,in front of her,False,True,False,False,False,False,False
899,3491310026_5,2,0,2,2,1,2,750,how does the person interact with the baby at the beginning,CH,support his back,kiss it,poke the baby,pat baby s chest,put in the cot,False,True,False,False,False,False,False
901,3404210548_5,0,4,0,0,0,0,445,why is the man in green sitting on the sleigh,CW,watching,fun presentation,to camouflage,watching performance,move down hill,False,True,False,False,False,False,False
903,3305288577_5,1,2,0,0,4,1,780,how did the man interacted with the girl in the middle of the video,CH,throwing cap,kissed his head,pretend to punch him,kiss him hands,strolls around,False,True,False,False,False,False,False
